MATCH SUMMARY
Date,2025-05-16T16:48:13.469Z
Duration,0:43

CHARACTER RANKINGS
Rank,Character,Damage Dealt,Kills
1,ninja,100,1
2,archer,0,0

KILL BREAKDOWN
Killer Character,Victim Character,Count
ninja,archer,1

TOTAL DAMAGE BY CHARACTER
Character,Total Damage
ninja,100
archer,0
