MATCH SUMMARY
Date,2025-05-15T13:14:47.300Z
Duration,0:57

CHARACTER RANKINGS
Rank,Character,Damage Dealt,Kills
1,skeleton,240,2
2,archer,100,0
3,tank,10,0

KILL BREAKDOWN
Killer Character,Victim Character,Count
skeleton,tank,1
skeleton,archer,1

TOTAL DAMAGE BY CHARACTER
Character,Total Damage
skeleton,240
archer,100
tank,10
