MATCH SUMMARY
Date,2025-05-18T19:16:20.964Z
Duration,0:39

CHARACTER RANKINGS
Rank,Character,Damage Dealt,Kills
1,hero,180,2
2,archer,100,1
3,tank,65,0
4,ninja,100,0

KILL BREAKDOWN
Killer Character,Victim Character,Count
hero,tank,1
hero,archer,1
archer,ninja,1

TOTAL DAMAGE BY CHARACTER
Character,Total Damage
hero,180
archer,100
tank,65
ninja,100
