MATCH SUMMARY
Date,2025-05-16T15:40:13.502Z
Duration,0:13

CHARACTER RANKINGS
Rank,Character,Damage Dealt,Kills
1,archer,80,1
2,ninja,0,0

KILL BREAKDOWN
Killer Character,Victim Character,Count
archer,ninja,1

TOTAL DAMAGE BY CHARACTER
Character,Total Damage
archer,80
ninja,0
