MATCH SUMMARY
Date,2025-05-15T14:46:08.206Z
Duration,0:43

CHARACTER RANKINGS
Rank,Character,Damage Dealt,Kills
1,archer,160,2
2,hero,175,1
3,tank,50,0
4,ninja,75,0

KILL BREAKDOWN
Killer Character,Victim Character,Count
archer,ninja,1
archer,hero,1
hero,tank,1

TOTAL DAMAGE BY CHARACTER
Character,Total Damage
archer,160
hero,175
tank,50
ninja,75
