MATCH SUMMARY
Date,2025-05-15T15:54:06.881Z
Duration,0:40

CHARACTER RANKINGS
Rank,Character,Damage Dealt,Kills
1,archer,170,1
2,tank,25,1
3,hero,60,1
4,skeleton,125,0

KILL BREAKDOWN
Killer Character,Victim Character,Count
archer,tank,1
tank,hero,1
hero,skeleton,1

TOTAL DAMAGE BY CHARACTER
Character,Total Damage
archer,170
tank,25
hero,60
skeleton,125
