MATCH SUMMARY
Date,2025-05-16T11:53:40.668Z
Duration,0:15

CHARACTER RANKINGS
Rank,Character,Damage Dealt,Kills
1,ninja,200,1
2,tank,0,0

KILL BREAKDOWN
Killer Character,Victim Character,Count
ninja,tank,1

TOTAL DAMAGE BY CHARACTER
Character,Total Damage
ninja,200
tank,0
