MATCH SUMMARY
Date,2025-05-20T11:29:29.179Z
Duration,1:14

CHARACTER RANKINGS
Rank,Character,Damage Dealt,Kills
1,archer,135,3
2,hero,305,1
3,tank,90,0
4,ninja,90,0
5,tank,20,0

KILL BREAKDOWN
Killer Character,Victim Character,Count
archer,ninja,1
archer,tank,1
archer,hero,1
hero,tank,1

TOTAL DAMAGE BY CHARACTER
Character,Total Damage
archer,135
hero,305
tank,110
ninja,90
