MATCH SUMMARY
Date,2025-05-18T18:44:57.168Z
Duration,0:48

CHARACTER RANKINGS
Rank,Character,Damage Dealt,Kills
1,archer,200,2
2,tank,25,1
3,skeleton,165,0
4,ninja,40,0

KILL BREAKDOWN
Killer Character,Victim Character,Count
archer,skeleton,1
archer,tank,1
tank,ninja,1

TOTAL DAMAGE BY CHARACTER
Character,Total Damage
archer,200
tank,25
skeleton,165
ninja,40
