MATCH SUMMARY
Date,2025-05-18T19:29:20.156Z
Duration,0:47

CHARACTER RANKINGS
Rank,Character,Damage Dealt,Kills
1,ninja,80,2
2,skeleton,185,1
3,archer,100,0
4,tank,70,0

KILL BREAKDOWN
Killer Character,Victim Character,Count
ninja,archer,1
ninja,skeleton,1
skeleton,tank,1

TOTAL DAMAGE BY CHARACTER
Character,Total Damage
ninja,80
skeleton,185
archer,100
tank,70
