MATCH SUMMARY
Date,2025-05-20T11:31:41.214Z
Duration,1:22

CHARACTER RANKINGS
Rank,Character,Damage Dealt,Kills
1,ninja,195,1
2,tank,135,1
3,hero,270,2
4,tank,35,0
5,archer,40,0

KILL BREAKDOWN
Killer Character,Victim Character,Count
ninja,tank,1
tank,hero,1
hero,archer,1
hero,tank,1

TOTAL DAMAGE BY CHARACTER
Character,Total Damage
ninja,195
tank,170
hero,270
archer,40
