MATCH SUMMARY
Date,2025-05-16T16:54:44.036Z
Duration,0:34

CHARACTER RANKINGS
Rank,Character,Damage Dealt,Kills
1,skeleton,80,1
2,ninja,10,0

KILL BREAKDOWN
Killer Character,Victim Character,Count
skeleton,ninja,1

TOTAL DAMAGE BY CHARACTER
Character,Total Damage
skeleton,80
ninja,10
