MATCH SUMMARY
Date,2025-05-15T16:18:22.939Z
Duration,0:59

CHARACTER RANKINGS
Rank,Character,Damage Dealt,Kills
1,hero,255,3
2,tank,75,0
3,skeleton,0,0
4,archer,95,0

KILL BREAKDOWN
Killer Character,Victim Character,Count
hero,archer,1
hero,skeleton,1
hero,tank,1

TOTAL DAMAGE BY CHARACTER
Character,Total Damage
hero,255
tank,75
skeleton,0
archer,95
