MATCH SUMMARY
Date,2025-05-16T15:33:38.241Z
Duration,0:51

CHARACTER RANKINGS
Rank,Character,Damage Dealt,Kills
1,ninja,100,1
2,hero,380,3
3,tank,0,0
4,archer,0,0
5,skeleton,0,0

KILL BREAKDOWN
Killer Character,Victim Character,Count
ninja,hero,1
hero,skeleton,1
hero,archer,1
hero,tank,1

TOTAL DAMAGE BY CHARACTER
Character,Total Damage
ninja,100
hero,380
tank,0
archer,0
skeleton,0
