MATCH SUMMARY
Date,2025-05-16T16:44:08.245Z
Duration,0:35

CHARACTER RANKINGS
Rank,Character,Damage Dealt,Kills
1,archer,80,1
2,ninja,55,0

KILL BREAKDOWN
Killer Character,Victim Character,Count
archer,ninja,1

TOTAL DAMAGE BY CHARACTER
Character,Total Damage
archer,80
ninja,55
