MATCH SUMMARY
Date,2025-05-18T13:36:01.606Z
Duration,0:20

CHARACTER RANKINGS
Rank,Character,Damage Dealt,Kills
1,archer,60,1
2,hero,60,1
3,ninja,60,0

KILL BREAKDOWN
Killer Character,Victim Character,Count
archer,hero,1
hero,ninja,1

TOTAL DAMAGE BY CHARACTER
Character,Total Damage
archer,60
hero,60
ninja,60
