MATCH SUMMARY
Date,2025-05-18T13:47:10.571Z
Duration,1:31

CHARACTER RANKINGS
Rank,Character,Damage Dealt,Kills
1,skeleton,145,2
2,archer,75,0
3,hero,100,1
4,ninja,90,0

KILL BREAKDOWN
Killer Character,Victim Character,Count
skeleton,hero,1
skeleton,archer,1
hero,ninja,1

TOTAL DAMAGE BY CHARACTER
Character,Total Damage
skeleton,145
archer,75
hero,100
ninja,90
