MATCH SUMMARY
Date,2025-05-18T13:21:32.638Z
Duration,0:35

CHARACTER RANKINGS
Rank,Character,Damage Dealt,Kills
1,hero,260,1
2,tank,110,1
3,archer,60,1
4,ninja,15,0

KILL BREAKDOWN
Killer Character,Victim Character,Count
hero,tank,1
tank,archer,1
archer,ninja,1

TOTAL DAMAGE BY CHARACTER
Character,Total Damage
hero,260
tank,110
archer,60
ninja,15
