MATCH SUMMARY
Date,2025-05-16T16:40:18.709Z
Duration,0:29

CHARACTER RANKINGS
Rank,Character,Damage Dealt,Kills
1,hero,100,1
2,archer,40,0

KILL BREAKDOWN
Killer Character,Victim Character,Count
hero,archer,1

TOTAL DAMAGE BY CHARACTER
Character,Total Damage
hero,100
archer,40
